ProductKey,ProductAlternateKey,Product Name,Price,Color,Product Model Name,Size,Product Description,Product Line,Product Status,Product Category,Product Subcategory
358,BK-M68B-38,"Mountain-200 Black, 38",2049.0982,Black,Mountain-200,38,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Outdate,Bikes,Mountain Bikes
359,BK-M68B-38,"Mountain-200 Black, 38",2294.99,Black,Mountain-200,38,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Current,Bikes,Mountain Bikes
360,BK-M68B-42,"Mountain-200 Black, 42",2049.0982,Black,Mountain-200,42,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Outdate,Bikes,Mountain Bikes
361,BK-M68B-42,"Mountain-200 Black, 42",2294.99,Black,Mountain-200,42,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Current,Bikes,Mountain Bikes
362,BK-M68B-46,"Mountain-200 Black, 46",2049.0982,Black,Mountain-200,46,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Outdate,Bikes,Mountain Bikes
363,BK-M68B-46,"Mountain-200 Black, 46",2294.99,Black,Mountain-200,46,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Current,Bikes,Mountain Bikes
364,BK-M47B-38,"Mountain-300 Black, 38",1079.99,Black,Mountain-300,38,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,"M ",Outdate,Bikes,Mountain Bikes
365,BK-M47B-40,"Mountain-300 Black, 40",1079.99,Black,Mountain-300,40,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,"M ",Outdate,Bikes,Mountain Bikes
366,BK-M47B-44,"Mountain-300 Black, 44",1079.99,Black,Mountain-300,44,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,"M ",Outdate,Bikes,Mountain Bikes
367,BK-M47B-48,"Mountain-300 Black, 48",1079.99,Black,Mountain-300,48,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,"M ",Outdate,Bikes,Mountain Bikes
368,BK-R89R-44,"Road-250 Red, 44",2443.35,Red,Road-250,44,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Outdate,Bikes,Road Bikes
369,BK-R89R-48,"Road-250 Red, 48",2443.35,Red,Road-250,48,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Outdate,Bikes,Road Bikes
370,BK-R89R-52,"Road-250 Red, 52",2443.35,Red,Road-250,52,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Outdate,Bikes,Road Bikes
371,BK-R89R-58,"Road-250 Red, 58",2181.5625,Red,Road-250,58,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Outdate,Bikes,Road Bikes
372,BK-R89R-58,"Road-250 Red, 58",2443.35,Red,Road-250,58,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Current,Bikes,Road Bikes
373,BK-R89B-44,"Road-250 Black, 44",2181.5625,Black,Road-250,44,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Outdate,Bikes,Road Bikes
374,BK-R89B-44,"Road-250 Black, 44",2443.35,Black,Road-250,44,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Current,Bikes,Road Bikes
375,BK-R89B-48,"Road-250 Black, 48",2181.5625,Black,Road-250,48,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Outdate,Bikes,Road Bikes
376,BK-R89B-48,"Road-250 Black, 48",2443.35,Black,Road-250,48,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Current,Bikes,Road Bikes
377,BK-R89B-52,"Road-250 Black, 52",2181.5625,Black,Road-250,52,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Outdate,Bikes,Road Bikes
378,BK-R89B-52,"Road-250 Black, 52",2443.35,Black,Road-250,52,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Current,Bikes,Road Bikes
379,BK-R89B-58,"Road-250 Black, 58",2181.5625,Black,Road-250,58,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Outdate,Bikes,Road Bikes
380,BK-R89B-58,"Road-250 Black, 58",2443.35,Black,Road-250,58,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","R ",Current,Bikes,Road Bikes
381,BK-R64Y-38,"Road-550-W Yellow, 38",1000.4375,Yellow,Road-550-W,38,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Outdate,Bikes,Road Bikes
382,BK-R64Y-38,"Road-550-W Yellow, 38",1120.49,Yellow,Road-550-W,38,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Current,Bikes,Road Bikes
383,BK-R64Y-40,"Road-550-W Yellow, 40",1000.4375,Yellow,Road-550-W,40,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Outdate,Bikes,Road Bikes
384,BK-R64Y-40,"Road-550-W Yellow, 40",1120.49,Yellow,Road-550-W,40,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Current,Bikes,Road Bikes
385,BK-R64Y-42,"Road-550-W Yellow, 42",1000.4375,Yellow,Road-550-W,42,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Outdate,Bikes,Road Bikes
386,BK-R64Y-42,"Road-550-W Yellow, 42",1120.49,Yellow,Road-550-W,42,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Current,Bikes,Road Bikes
387,BK-R64Y-44,"Road-550-W Yellow, 44",1000.4375,Yellow,Road-550-W,44,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Outdate,Bikes,Road Bikes
388,BK-R64Y-44,"Road-550-W Yellow, 44",1120.49,Yellow,Road-550-W,44,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Current,Bikes,Road Bikes
389,BK-R64Y-48,"Road-550-W Yellow, 48",1000.4375,Yellow,Road-550-W,48,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Outdate,Bikes,Road Bikes
390,BK-R64Y-48,"Road-550-W Yellow, 48",1120.49,Yellow,Road-550-W,48,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","R ",Current,Bikes,Road Bikes
391,FK-1639,LL Fork,148.22,NA,LL Fork,NULL,Stout design absorbs shock and offers more precise steering.,NULL,Outdate,Components,Forks
392,FK-5136,ML Fork,175.49,NA,ML Fork,NULL,Composite road fork with an aluminum steerer tube.,NULL,Outdate,Components,Forks
393,FK-9939,HL Fork,229.49,NA,HL Fork,NULL,High-performance carbon road fork with curved legs.,NULL,Outdate,Components,Forks
394,HS-0296,LL Headset,34.20,NA,LL Headset,NULL,Threadless headset provides quality at an economical price.,NULL,Outdate,Components,Headsets
395,HS-2451,ML Headset,102.29,NA,ML Headset,NULL,Sealed cartridge keeps dirt out.,NULL,Outdate,Components,Headsets
396,HS-3479,HL Headset,124.73,NA,HL Headset,NULL,"High-quality 1"" threadless headset with a grease port for quick lubrication.",NULL,Outdate,Components,Headsets
397,HB-M243,LL Mountain Handlebars,40.4909,NA,LL Mountain Handlebars,NULL,All-purpose bar for on or off-road.,"M ",Outdate,Components,Handlebars
398,HB-M243,LL Mountain Handlebars,44.54,NA,LL Mountain Handlebars,NULL,All-purpose bar for on or off-road.,"M ",Current,Components,Handlebars
399,HB-M763,ML Mountain Handlebars,56.2909,NA,ML Mountain Handlebars,NULL,Tough aluminum alloy bars for downhill.,"M ",Outdate,Components,Handlebars
400,HB-M763,ML Mountain Handlebars,61.92,NA,ML Mountain Handlebars,NULL,Tough aluminum alloy bars for downhill.,"M ",Current,Components,Handlebars
401,HB-M918,HL Mountain Handlebars,109.3364,NA,HL Mountain Handlebars,NULL,Flat bar strong enough for the pro circuit.,"M ",Outdate,Components,Handlebars
402,HB-M918,HL Mountain Handlebars,120.27,NA,HL Mountain Handlebars,NULL,Flat bar strong enough for the pro circuit.,"M ",Current,Components,Handlebars
403,HB-R504,LL Road Handlebars,40.4909,NA,LL Road Handlebars,NULL,Unique shape provides easier reach to the levers.,"R ",Outdate,Components,Handlebars
404,HB-R504,LL Road Handlebars,44.54,NA,LL Road Handlebars,NULL,Unique shape provides easier reach to the levers.,"R ",Current,Components,Handlebars
405,HB-R720,ML Road Handlebars,56.2909,NA,ML Road Handlebars,NULL,Anatomically shaped aluminum tube bar will suit all riders.,"R ",Outdate,Components,Handlebars
406,HB-R720,ML Road Handlebars,61.92,NA,ML Road Handlebars,NULL,Anatomically shaped aluminum tube bar will suit all riders.,"R ",Current,Components,Handlebars
407,HB-R956,HL Road Handlebars,109.3364,NA,HL Road Handlebars,NULL,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,"R ",Outdate,Components,Handlebars
408,HB-R956,HL Road Handlebars,120.27,NA,HL Road Handlebars,NULL,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,"R ",Current,Components,Handlebars
409,FR-M63B-38,"ML Mountain Frame - Black, 38",348.76,Black,ML Mountain Frame-W,38,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,"M ",Outdate,Components,Mountain Frames
410,FW-M423,LL Mountain Front Wheel,60.745,Black,LL Mountain Front Wheel,NULL,Replacement mountain wheel for entry-level rider.,"M ",Outdate,Components,Wheels
411,FW-M762,ML Mountain Front Wheel,209.025,Black,ML Mountain Front Wheel,NULL,Replacement mountain wheel for the casual to serious rider.,"M ",Outdate,Components,Wheels
412,FW-M928,HL Mountain Front Wheel,300.215,Black,HL Mountain Front Wheel,NULL,High-performance mountain replacement wheel.,"M ",Outdate,Components,Wheels
413,FW-R623,LL Road Front Wheel,85.565,Black,LL Road Front Wheel,NULL,Replacement road front wheel for entry-level cyclist.,"R ",Outdate,Components,Wheels
414,FW-R762,ML Road Front Wheel,248.385,Black,ML Road Front Wheel,NULL,Sturdy alloy features a quick-release hub.,"R ",Outdate,Components,Wheels
415,FW-R820,HL Road Front Wheel,330.06,Black,HL Road Front Wheel,NULL,Strong wheel with double-walled rim.,"R ",Outdate,Components,Wheels
416,FW-T905,Touring Front Wheel,218.01,Black,Touring Front Wheel,NULL,Aerodynamic rims for smooth riding.,"T ",Outdate,Components,Wheels
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",540.7545,Yellow,ML Road Frame-W,38,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Outdate,Components,Road Frames
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",594.83,Yellow,ML Road Frame-W,38,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Current,Components,Road Frames
419,RW-M423,LL Mountain Rear Wheel,87.745,Black,LL Mountain Rear Wheel,NULL,Replacement mountain wheel for entry-level rider.,"M ",Outdate,Components,Wheels
420,RW-M762,ML Mountain Rear Wheel,236.025,Black,ML Mountain Rear Wheel,NULL,Replacement mountain wheel for the casual to serious rider.,"M ",Outdate,Components,Wheels
421,RW-M928,HL Mountain Rear Wheel,327.215,Black,HL Mountain Rear Wheel,NULL,High-performance mountain replacement wheel.,"M ",Outdate,Components,Wheels
422,RW-R623,LL Road Rear Wheel,112.565,Black,LL Road Rear Wheel,NULL,Replacement road rear wheel for entry-level cyclist.,"R ",Outdate,Components,Wheels
423,RW-R762,ML Road Rear Wheel,275.385,Black,ML Road Rear Wheel,NULL,Aluminum alloy rim with stainless steel spokes; built for speed.,"R ",Outdate,Components,Wheels
424,RW-R820,HL Road Rear Wheel,357.06,Black,HL Road Rear Wheel,NULL,Strong rear wheel with double-walled rim.,"R ",Outdate,Components,Wheels
425,RW-T905,Touring Rear Wheel,245.01,Black,Touring Rear Wheel,NULL,Excellent aerodynamic rims guarantee a smooth ride.,"T ",Outdate,Components,Wheels
426,FR-M63B-40,"ML Mountain Frame - Black, 40",348.76,Black,ML Mountain Frame,40,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,"M ",Outdate,Components,Mountain Frames
427,FR-M63B-44,"ML Mountain Frame - Black, 44",348.76,Black,ML Mountain Frame,44,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,"M ",Outdate,Components,Mountain Frames
428,FR-M63B-48,"ML Mountain Frame - Black, 48",348.76,Black,ML Mountain Frame,48,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,"M ",Outdate,Components,Mountain Frames
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",540.7545,Yellow,ML Road Frame-W,40,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Outdate,Components,Road Frames
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",594.83,Yellow,ML Road Frame-W,40,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Current,Components,Road Frames
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",540.7545,Yellow,ML Road Frame-W,42,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Outdate,Components,Road Frames
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",594.83,Yellow,ML Road Frame-W,42,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Current,Components,Road Frames
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",540.7545,Yellow,ML Road Frame-W,44,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Outdate,Components,Road Frames
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",594.83,Yellow,ML Road Frame-W,44,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Current,Components,Road Frames
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",540.7545,Yellow,ML Road Frame-W,48,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Outdate,Components,Road Frames
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",594.83,Yellow,ML Road Frame-W,48,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","R ",Current,Components,Road Frames
437,FR-R92B-62,"HL Road Frame - Black, 62",1301.3636,Black,HL Road Frame,62,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
438,FR-R92B-62,"HL Road Frame - Black, 62",1431.50,Black,HL Road Frame,62,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Current,Components,Road Frames
439,FR-R92B-44,"HL Road Frame - Black, 44",1301.3636,Black,HL Road Frame,44,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
440,FR-R92B-44,"HL Road Frame - Black, 44",1431.50,Black,HL Road Frame,44,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Current,Components,Road Frames
441,FR-R92B-48,"HL Road Frame - Black, 48",1301.3636,Black,HL Road Frame,48,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
442,FR-R92B-48,"HL Road Frame - Black, 48",1431.50,Black,HL Road Frame,48,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Current,Components,Road Frames
443,FR-R92B-52,"HL Road Frame - Black, 52",1301.3636,Black,HL Road Frame,52,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
444,FR-R92B-52,"HL Road Frame - Black, 52",1431.50,Black,HL Road Frame,52,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Current,Components,Road Frames
445,SH-M897-S,"Men's Sports Shorts, S",59.99,Black,Men's Sports Shorts,S,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,"S ",Outdate,Clothing,Shorts
446,PA-T100,"Touring-Panniers, Large",125.00,Grey,Touring-Panniers,NULL,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.","T ",Outdate,Accessories,Panniers
447,LO-C100,Cable Lock,25.00,NA,Cable Lock,NULL,"Wraps to fit front and rear tires, carrier and 2 keys included.","S ",Outdate,Accessories,Locks
448,PU-0452,Minipump,19.99,NA,Minipump,NULL,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,"S ",Outdate,Accessories,Pumps
449,PU-M044,Mountain Pump,24.99,NA,Mountain Pump,NULL,Simple and light-weight. Emergency patches stored in handle.,"M ",Outdate,Accessories,Pumps
450,LT-T990,Taillights - Battery-Powered,13.99,NA,Taillight,NULL,Affordable light for safe night riding - uses 3 AAA batteries,"R ",Outdate,Accessories,Lights
451,LT-H902,Headlights - Dual-Beam,34.99,NA,Headlights - Dual-Beam,NULL,Rechargeable dual-beam headlight.,"R ",Outdate,Accessories,Lights
452,LT-H903,Headlights - Weatherproof,44.99,NA,Headlights - Weatherproof,NULL,Rugged weatherproof headlight.,"R ",Outdate,Accessories,Lights
453,SH-M897-M,"Men's Sports Shorts, M",59.99,Black,Men's Sports Shorts,M,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,"S ",Outdate,Clothing,Shorts
454,SH-M897-L,"Men's Sports Shorts, L",59.99,Black,Men's Sports Shorts,L,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,"S ",Outdate,Clothing,Shorts
455,SH-M897-X,"Men's Sports Shorts, XL",59.99,Black,Men's Sports Shorts,XL,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,"S ",Outdate,Clothing,Shorts
456,TG-W091-S,"Women's Tights, S",74.99,Black,Women's Tights,S,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,"S ",Outdate,Clothing,Tights
457,TG-W091-M,"Women's Tights, M",74.99,Black,Women's Tights,M,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,"S ",Outdate,Clothing,Tights
458,TG-W091-L,"Women's Tights, L",74.99,Black,Women's Tights,L,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,"S ",Outdate,Clothing,Tights
459,SB-M891-S,"Men's Bib-Shorts, S",89.99,Multi,Men's Bib-Shorts,S,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","S ",Outdate,Clothing,Bib-Shorts
460,SB-M891-M,"Men's Bib-Shorts, M",89.99,Multi,Men's Bib-Shorts,M,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","S ",Outdate,Clothing,Bib-Shorts
461,SB-M891-L,"Men's Bib-Shorts, L",89.99,Multi,Men's Bib-Shorts,L,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","S ",Outdate,Clothing,Bib-Shorts
462,GL-H102-S,"Half-Finger Gloves, S",23.5481,Black,Half-Finger Gloves,S,"Full padding, improved finger flex, durable palm, adjustable closure.","S ",Outdate,Clothing,Gloves
463,GL-H102-S,"Half-Finger Gloves, S",24.49,Black,Half-Finger Gloves,S,"Full padding, improved finger flex, durable palm, adjustable closure.","S ",Current,Clothing,Gloves
464,GL-H102-M,"Half-Finger Gloves, M",23.5481,Black,Half-Finger Gloves,M,"Full padding, improved finger flex, durable palm, adjustable closure.","S ",Outdate,Clothing,Gloves
465,GL-H102-M,"Half-Finger Gloves, M",24.49,Black,Half-Finger Gloves,M,"Full padding, improved finger flex, durable palm, adjustable closure.","S ",Current,Clothing,Gloves
466,GL-H102-L,"Half-Finger Gloves, L",23.5481,Black,Half-Finger Gloves,L,"Full padding, improved finger flex, durable palm, adjustable closure.","S ",Outdate,Clothing,Gloves
467,GL-H102-L,"Half-Finger Gloves, L",24.49,Black,Half-Finger Gloves,L,"Full padding, improved finger flex, durable palm, adjustable closure.","S ",Current,Clothing,Gloves
468,GL-F110-S,"Full-Finger Gloves, S",37.99,Black,Full-Finger Gloves,S,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","M ",Outdate,Clothing,Gloves
469,GL-F110-M,"Full-Finger Gloves, M",37.99,Black,Full-Finger Gloves,M,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","M ",Outdate,Clothing,Gloves
470,GL-F110-L,"Full-Finger Gloves, L",37.99,Black,Full-Finger Gloves,L,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","M ",Outdate,Clothing,Gloves
471,VE-C304-S,"Classic Vest, S",63.50,Blue,Classic Vest,S,"Light-weight, wind-resistant, packs to fit into a pocket.","S ",Current,Clothing,Vests
472,VE-C304-M,"Classic Vest, M",63.50,Blue,Classic Vest,M,"Light-weight, wind-resistant, packs to fit into a pocket.","S ",Current,Clothing,Vests
473,VE-C304-L,"Classic Vest, L",63.50,Blue,Classic Vest,L,"Light-weight, wind-resistant, packs to fit into a pocket.","S ",Current,Clothing,Vests
474,SH-W890-S,"Women's Mountain Shorts, S",69.99,Black,Women's Mountain Shorts,S,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","M ",Current,Clothing,Shorts
475,SH-W890-M,"Women's Mountain Shorts, M",69.99,Black,Women's Mountain Shorts,M,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","M ",Current,Clothing,Shorts
476,SH-W890-L,"Women's Mountain Shorts, L",69.99,Black,Women's Mountain Shorts,L,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","M ",Current,Clothing,Shorts
477,WB-H098,Water Bottle - 30 oz.,4.99,NA,Water Bottle,NULL,AWC logo water bottle - holds 30 oz; leak-proof.,"S ",Current,Accessories,Bottles and Cages
478,BC-M005,Mountain Bottle Cage,9.99,NA,Mountain Bottle Cage,NULL,Tough aluminum cage holds bottle securly on tough terrain.,"M ",Current,Accessories,Bottles and Cages
479,BC-R205,Road Bottle Cage,8.99,NA,Road Bottle Cage,NULL,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,"R ",Current,Accessories,Bottles and Cages
480,PK-7098,Patch Kit/8 Patches,2.29,NA,Patch kit,NULL,"Includes 8 different size patches, glue and sandpaper.","S ",Current,Accessories,Tires and Tubes
481,SO-R809-M,"Racing Socks, M",8.99,White,Racing Socks,M,"Thin, lightweight and durable with cuffs that stay up.","R ",Current,Clothing,Socks
482,SO-R809-L,"Racing Socks, L",8.99,White,Racing Socks,L,"Thin, lightweight and durable with cuffs that stay up.","R ",Current,Clothing,Socks
483,RA-H123,Hitch Rack - 4-Bike,120.00,NA,Hitch Rack - 4-Bike,NULL,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.","S ",Current,Accessories,Bike Racks
484,CL-9009,Bike Wash - Dissolver,7.95,NA,Bike Wash,NULL,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.","S ",Current,Accessories,Cleaners
485,FE-6654,Fender Set - Mountain,21.98,NA,Fender Set - Mountain,NULL,Clip-on fenders fit most mountain bikes.,"M ",Current,Accessories,Fenders
486,ST-1401,All-Purpose Bike Stand,159.00,NA,All-Purpose Bike Stand,NULL,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,"M ",Current,Accessories,Bike Stands
487,HY-1023-70,Hydration Pack - 70 oz.,54.99,Silver,Hydration Pack,70,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.","S ",Current,Accessories,Hydration Packs
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",53.99,Yellow,Short-Sleeve Classic Jersey,S,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","S ",Current,Clothing,Jerseys
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",53.99,Yellow,Short-Sleeve Classic Jersey,M,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","S ",Current,Clothing,Jerseys
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",53.99,Yellow,Short-Sleeve Classic Jersey,L,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","S ",Current,Clothing,Jerseys
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",53.99,Yellow,Short-Sleeve Classic Jersey,XL,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","S ",Current,Clothing,Jerseys
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",1003.91,Yellow,HL Touring Frame,60,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,"T ",Current,Components,Touring Frames
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",333.42,Yellow,LL Touring Frame,62,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",1003.91,Yellow,HL Touring Frame,46,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,"T ",Current,Components,Touring Frames
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",1003.91,Yellow,HL Touring Frame,50,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,"T ",Current,Components,Touring Frames
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",1003.91,Yellow,HL Touring Frame,54,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,"T ",Current,Components,Touring Frames
497,FR-T98U-46,"HL Touring Frame - Blue, 46",1003.91,Blue,HL Touring Frame,46,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,"T ",Current,Components,Touring Frames
498,FR-T98U-50,"HL Touring Frame - Blue, 50",1003.91,Blue,HL Touring Frame,50,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,"T ",Current,Components,Touring Frames
